"GRID_G0","woodland","maskWdl","cropland","maskCrp","one","maskOne"
"280349",0.0502084550202901,0,0.451895623947691,0,0.458214614217436,1
"280350",0.013427934767777,0,0.67526501865093,1,0.302512040077121,0
"280351",0.0423840981476476,0,0.490219327126437,0,0.45223162364024,1
"280352",0.0184688639519247,0,0.224191956813097,0,0.748690001664122,1
"280353",0.0828960678707316,0,0.697743875648812,1,0.193897054041288,0
"280354",0.115406062205223,0,0.06765903154743,0,0.816727643191867,1
"280355",0.131838517563745,0,0.00575797657315843,0,0.862003479212588,1
"280356",0.0520806539490772,0,0.461048714830543,0,0.476109320679075,1
"280357",0.102725042361734,0,0.631246872025131,1,0.242543771240754,0
"280358",0.0743561023676391,0,0.729616016323421,1,0.182265526052851,0
"280359",0.0333666833974947,0,0.424029645847666,0,0.5309175181335,1
"280360",0.0719989157000121,0,0.0606555015566566,0,0.865663970019909,1
"280361",0.127890659671975,0,0.138702997375556,0,0.728104841770563,1
"280362",0.0849831136150414,0,0.0221703049911483,0,0.892511802933456,1
"280363",0.0175631262905228,0,0.131469771481838,0,0.843234875677586,1
"280364",0.0317564823610597,0,0.0105355431183672,0,0.956163807046862,1
"280365",0.00190125738082464,0,0.0192533997431509,0,0.978522487849092,1
"280366",0.00390534720291107,0,0.0821815053575842,0,0.910099074937167,1
"280367",0.108930221671674,0,0.212981822676275,0,0.672004573540482,1
"280368",0.0153153105754223,0,0.105675623041319,0,0.85535454538425,1
"280369",0.0788419133455963,0,0.0807361821178084,0,0.838321541872634,1
"280370",0.199268327861781,0,0.0165724022273384,0,0.783967968490105,1
"280371",0.229786971242252,0,0.235829266736814,0,0.421383948785693,1
"280372",0.314328211161724,0,0.145823434368573,0,0.180317290078406,0
"280373",0.272345893911879,0,0.341153535012638,0,0.271672113318848,0
"280374",0.210420588900742,0,0.37150168338145,0,0.376582415826643,1
"280375",0.201465615263246,0,0.438576072917906,0,0.3464165955544,1
"280376",0.0557011007515159,0,0.757638921268409,1,0.173464572275199,0
"280377",0.0282395426769924,0,0.867492032732156,1,0.0897255204290616,0
"280378",0.0102704786891214,0,0.907532032634399,1,0.0726265769722129,0
"280379",0.0661582068231694,0,0.702552824875881,1,0.214599084207937,0
"280380",0.141457077378561,0,0.62584424386997,1,0.221232786194748,0
"280381",0.0928311544040375,0,0.376597371389963,0,0.518670713505852,1
"280382",0.122179735389179,0,0.274827285547627,0,0.593348670424849,1
"280383",0.222641344887121,0,0.286909964543705,0,0.484125300590906,1
"280384",0.221288201055609,0,0.176468687864622,0,0.598339245673448,1
"280385",0.157935371333026,0,0.0639424575670469,0,0.763140344211056,1
"280386",0.169638703378351,0,0.311908920342683,0,0.441224988758041,1
"280387",0.0315861418649442,0,0.510699663960346,0,0.40887529285295,1
"280388",0.0120431025253419,0,0.786558520379958,1,0.181311620796654,0
"280389",0.0250978166497279,0,0.882098361551613,1,0.0378301988831104,0
"280390",0.0460295675018875,0,0.701293808863555,1,0.190910639207158,0
"280391",0.202992299852396,0,0.533594905762782,0,0.250142972688058,0
"280392",0.0848310232311151,0,0.834990870518056,1,0.0582403362301112,0
"280393",0.0553785717994145,0,0.871240163606012,1,0.0526678940716361,0
"280394",0.0427000200528149,0,0.924864840798945,1,0.00830487867728109,0
"280395",0.0103389585049046,0,0.978609774589777,1,0.00390895313501732,0
"280396",0.0327100184679731,0,0.934559999777451,1,0.0028366638603682,0
"280397",0.016248701339384,0,0.918878607654083,1,0.0344431816750677,0
"280398",0.0187687269727093,0,0.924485875821678,1,0.0309419414368167,0
"280399",0.0232255664029909,0,0.945125604961626,1,0.00758387948424531,0
"280635",0.432293379673891,1,0.527135816094812,0,0.0236899267180654,0
"280636",0.778681625184487,1,0.197888459629123,0,0.0184507702603648,0
"280637",0.354052278968708,0,0.569480382927234,1,0.0373564424904423,0
"280638",0.123229609094181,0,0.722133368617934,1,0.0817296176629186,0
"280639",0.129499253768108,0,0.750026426222849,1,0.0722351833389959,0
"280640",0.158384439894436,0,0.752085266460479,1,0.0626492614614031,0
"280641",0.0803139928873267,0,0.616756370512787,1,0.130935585601509,0
"280642",0.0254797150301081,0,0.396901960812915,0,0.276813759030971,0
"280643",0.0521917067050408,0,0.107067893138957,0,0.0647015416761811,0
"280644",0.00117075920395197,0,0.190417900190495,0,0.107082096232596,0
"280645",0.0226085145809448,0,0.165642971351118,0,0.105473282268849,0
"280646",0.124658045745559,0,0.445701783329224,0,0.0832611008670247,0
"280647",0.599548533019293,1,0.262556181268847,0,0.0275074875807519,0
"280648",0.632709800633204,1,0.286791431659562,0,0.041687204879433,0
"280649",0.286284638167916,0,0.236848284812571,0,0.053725178799368,0
"280650",0.0324720724249791,0,0.196707206884571,0,0.122247623880716,0
"280651",0.0188597175741172,0,0.290647003993549,0,0.178367005071206,0
"280652",0.000482940348210608,0,0.199448034923471,0,0.116146643607623,0
"280653",0.00216150947330551,0,0.187285865047072,0,0.0893839120707405,0
"280654",0.0174484393193353,0,0.264294283495116,0,0.0813102740886678,0
"280655",0.0217324851344806,0,0.306445034343796,0,0.138131222130265,0
"280656",0.0161591198515403,0,0.359377709564465,0,0.0913487459971007,0
"280657",0.0684976111184621,0,0.579995249338016,1,0.122160204119047,0
"280658",0.0888096925536565,0,0.556326088279653,1,0.142750304788574,0
"280659",0.0811830857392098,0,0.387661121106702,0,0.196797154556698,0
"280660",0.0919981639982243,0,0.249536904540382,0,0.145667379750711,0
"280661",0.0359993542974098,0,0.146269174277919,0,0.113638593882964,0
"280662",0.00798627540004311,0,0.232815793970945,0,0.198453678917183,0
"280663",0.0057058461887707,0,0.190136420131505,0,0.157451591693077,0
"280664",0.00329593752783563,0,0.224398745471324,0,0.109279857577239,0
"280665",0.0495346996278648,0,0.166017931739832,0,0.0389659073033405,0
"280666",0.093884383157643,0,0.318528585377518,0,0.0365858956220234,0
"280667",0.0553957402239647,0,0.427125404420468,0,0.168667347376358,0
"280668",0.184243362298583,0,0.435857712117261,0,0.16232322100292,0
"280669",0.283104478210647,0,0.435216367116802,0,0.0957761392825023,0
"280670",0.409102807480919,1,0.203206711758618,0,0.0527964173005663,0
"280671",0.131020848796935,0,0.241091593598798,0,0.0478656032375918,0
"280672",0.325318611997944,0,0.0371520351062109,0,0.0512375189657354,0
"280673",0.44270733904756,1,0.0165421520308996,0,0.028447317224851,0
"280674",0.246345663881424,0,0.0149149776607721,0,0.0227916558129658,0
"280675",0.349440333076279,0,0.00381808791090024,0,0.00518723111997675,0
"280676",0.675227380300276,1,0.0273290775863551,0,0.017521542081953,0
"280677",0.975930281254439,1,0.00775005216917767,0,0.00670886059805884,0
"280678",0.989772841501422,1,0.00501856988828256,0,0.00353071030232187,0
"280679",0.67029972187352,1,0.269549458696349,0,0.0518620836043751,0
"280680",0.612604453820437,1,0.319789441612212,0,0.0587632101355043,0
"280681",0.422598270757017,1,0.513059392919705,0,0.0437162599104507,0
"280682",0.167727780184106,0,0.732111733603409,1,0.0291604819081965,0
"280683",0.258285363814903,0,0.670048370737084,1,0.0187000387275006,0
"280684",0.302617007127059,0,0.585095871553598,1,0.0470118651661664,0
"280685",0.29302437281715,0,0.647214356235814,1,0.0203598840860028,0
"280686",0.2559262800698,0,0.682416143802582,1,0.0224359945173002,0
"280687",0.237613807988846,0,0.695492573178432,1,0.0150652524014453,0
"280688",0.170055465477173,0,0.757740343011328,1,0.0292057937840933,0
"280689",0.145403698601467,0,0.816232874077016,1,0.0154802155661762,0
"280690",0.263362472541691,0,0.691620170436397,1,0.0165968594669303,0
"280691",0.358960905181257,0,0.570897974432415,1,0.0429229533063882,0
"280692",0.157885108887862,0,0.743844208037731,1,0.0495021603010751,0
"280693",0.218059495981274,0,0.682691832889895,1,0.0558945494053363,0
"280694",0.271941717306554,0,0.577560550857188,1,0.0863028911066986,0
"280695",0.25254788919644,0,0.649422523621497,1,0.0782969603496047,0
"280696",0.405504114463696,1,0.523811186297311,0,0.0384659193533551,0
"280697",0.952727611273775,1,0.0302241158282367,0,0.0110702061461973,0
"280698",0.998094774980171,1,0,0,0.00190522501982949,0
"280699",0.999780301328631,1,0,0,0.000219698671368743,0
"280700",0.993105232524021,1,0.00528641429622742,0,0.00144290259648007,0
